Token,SentimentScore
concepts,0.789095205354304
recording,0.788942424063422
subordinated,0.78804093728236
remediation,0.787204098624236
segments,0.787048895845193
repayment,0.786970155947192
sale,0.786927808405354
purchased,0.786573120169421
prepayment,0.786452161949763
period,0.786388263244647
compared,0.786185524427282
sprint-tmus,0.78608411523866
still,0.785584677809978
wholly-owned,0.785090879740355
reserves,0.785030873735047
separately,0.78486235423244
warranty,0.784417305619944
book,0.784346432206785
repayments,0.784259450381447
executive,0.784252070777868
domestic,0.783972941365365
settled,0.7834754813513
days,0.783034042788997
decisions,0.782918008583341
vaccine,0.781663700306438
right,0.781335470449025
files,0.78123873595355
receivable,0.781219173112307
dish,0.781110255986767
require,0.780944780804242
considered,0.780573944522676
engineered,0.780310571555031
old,0.780277168510074
taxable,0.78023622214955
ended,0.780185251467626
estimate,0.780166910047302
future,0.780029396698593
categorized,0.780015187345154
foreclosure,0.779792170103522
coverage,0.779711101707915
account,0.77955271065798
exceeds,0.779520242912895
modification,0.77936924787774
expect,0.779171002038092
distribution,0.778814807198832
claimant,0.778433463841147
ameron,0.778256641686547
together,0.777498581259947
targeted,0.77702632558607
incentive,0.776910466137384
owned,0.77673076658048
plan,0.776263326336208
libor,0.776165132838375
acquisition,0.776020937201816
successfully,0.77589355307764
agreements,0.775666499695179
subsequent,0.775479856783875
key,0.775269884281218
consistent,0.775082090339585
conjunction,0.774104921475518
installation,0.774014927209465
rather,0.773845419635403
work,0.773670947914295
supply,0.773446941413186
existing,0.773272296008712
vie,0.772861591127011
promised,0.772717354430528
loans,0.77268442054294
individual,0.772628220516587
pronouncements,0.772606756035098
telemarketing,0.772233088187586
meet,0.772105123240145
projected,0.77187044814203
timing,0.771733866658212
originally,0.770933326564735
exposed,0.77063991537694
recovered,0.770566682787324
pro,0.770444485813807
measuring,0.770072079573006
equivalents,0.770056709736073
evaluate,0.769787993155077
included,0.769764931135263
item,0.768491101884368
marij,0.767922197375679
responsible,0.767691279706859
treatment,0.767110650603697
investing,0.7668631843001
water,0.766488922216031
acacia,0.766430664954625
quarters,0.765842321551481
proceeds,0.765826384596225
member,0.765548986832582
projects,0.765277339504065
sharing,0.765211910171891
complete,0.765191116680127
states,0.764741294980764
hierarchy,0.764200870097452
free,0.764062096731557
supervision,0.76378670250585
upon,0.763543438704991
later,0.763509261160564
collateral,0.763437752648479
product,0.763186050893786
ranging,0.763095109163495
asfi,0.763062508937512
identical,0.76295930315968
partners,0.762892970438813
guarantees,0.762625607638046
receipt,0.762559854167171
carried,0.762307121952571
injunction,0.762198282961698
related,0.762054061070164
executed,0.761932646228477
violations,0.761876215500555
company's,0.761419196014318
entry,0.761174438987965
concluded,0.761054077573157
firm,0.760808263535916
private,0.760474908855164
earn,0.759182573932671
opinion,0.758914510478571
required,0.758204468053282
level,0.758091065832044
family,0.757986711276947
march,0.757381612758301
production,0.756943519686219
pallé,0.756600532019494
non-farm,0.755794293937538
commercialization,0.755533040446474
closure,0.75547436897636
espp,0.755446885612205
date,0.755217519739468
utilizes,0.755050480468773
local,0.754807929130675
bank’s,0.752821084574158
determinable,0.752740973921893
cases,0.752606033297391
substantial,0.752579794362382
differ,0.752480797952295
criteria,0.752234259594233
part,0.751837962691038
deemed,0.751584042405778
deferred,0.751540043283973
two,0.751248963077163
operated,0.750979426131107
form,0.750762937681816
issued,0.750701518327811
portfolio,0.750142507507977
retrospective,0.749738766536423
charge-offs,0.749596956046523
reasonable,0.749446344593785
state,0.749344660617913
length,0.749317631561897
codification,0.748802360560695
settlements,0.74869733546692
imposed,0.748691715608569
authority,0.74865811029413
subsequently,0.748655056450222
adoption,0.748256339765912
condensed,0.748017317589878
indenture,0.747745920246101
statements,0.74768133332986
including,0.747601489725431
lessee,0.747512721355796
summary,0.747495651646952
recorded,0.747354361484688
managing,0.74721932381165
base,0.747098105363653
corporation,0.746784653207611
acquired,0.746687271707133
report,0.746109224912382
installment,0.745732128654596
restructurings,0.745425401979084
markets,0.744760716898537
well,0.744262889102856
historical,0.743972440073563
requirement,0.743843931880978
experienced,0.743658502662164
eliminated,0.74348730328733
attorneys,0.743259216722092
sellers,0.742933168933745
effectively,0.742639433780419
circuit,0.741217159963054
reported,0.741166136582422
completed,0.740518757399859
third,0.74038770966081
mining,0.740137549441012
recovery,0.73932391228159
several,0.738687019439491
based,0.738343720937982
ceo,0.738295323000161
natural,0.738021286453008
mgt,0.737995064331081
released,0.737740115194071
facilities,0.73755188734843
returns,0.736841988696493
san,0.736515213014784
consideration,0.736308086039602
extinguishment,0.735383766842558
covenant,0.735254117042519
currencies,0.734823686795445
voluntary,0.734690171813935
locations,0.734213825312216
organization,0.734189327067539
portions,0.734074686708264
reasons,0.733781554979542
agencies,0.733600205033288
buyer,0.73308022255351
experience,0.732792375840129
video,0.732113782337682
site,0.731264332956398
continued,0.730536322849192
served,0.729737659063101
relating,0.729505684687851
doubtful,0.728349702982286
assurance,0.727110214915618
particularly,0.726743587764982
recoveries,0.725207761547088
positions,0.724403188253993
investor,0.72431115389841
collections,0.724214491408645
payments,0.723507254984099
troubled,0.723449470450189
reviews,0.722742035690061
multi-family,0.722568839937246
quality,0.722470808864161
announced,0.721883942754185
strategy,0.721779124272581
holders,0.721249588855243
categories,0.720437056339439
workers,0.720195771553628
penalties,0.72003937017536
rsus,0.718583972932739
ojha,0.718453924038828
devices,0.717574635016406
processing,0.717571091257768
anticipated,0.717517348337012
infrastructure,0.71750050121093
goodwill,0.717404204877297
subsidiaries,0.716955542384698
violation,0.716487063846763
epa,0.716461217532486
percent,0.715859853797161
gains,0.715749480188274
hold,0.715362018317174
lender,0.715238093435581
dental,0.715234064927563
estimates,0.71480117120242
u.s.c,0.714594039947987
candidates,0.713899433304872
closing,0.713329008103783
deliver,0.713265336300995
review,0.712977990500239
lenders,0.712955772899614
maintains,0.712742819554742
enacted,0.712589811154336
portland,0.712158011905661
significantly,0.711952564315051
unrealized,0.711764031627601
note,0.71144812183088
united,0.71132029801696
separation,0.710838860374142
expressed,0.710735236562111
although,0.710266515028422
lessees,0.710137792784912
civil,0.709336354655247
occurrence,0.709117458223568
issue,0.708551806135243
beginning,0.708089180657237
applicable,0.707831843850836
balances,0.707320619360947
quarter,0.707312626904078
industry,0.70711690805132
evaluating,0.706956098684657
sold,0.705934294319313
investors,0.70539457435442
determines,0.705284859472539
filing,0.704806106130942
reason,0.703815071290381
consumer,0.703419741329796
redeem,0.70326339113463
txcell,0.703107020480141
defense,0.702118270055714
operates,0.701729573216631
certify,0.69991637338863
cause,0.699684943481132
reflect,0.699659652628199
temporary,0.698912360542121
operations,0.698309435360647
levels,0.698235153069237
providers,0.6978852687733
management,0.697779895718142
manner,0.697480864055941
employees,0.697445874975922
determine,0.697146492733776
performance,0.696871293721233
identify,0.696487045699628
sec,0.695290954479473
warranties,0.693699993438966
critical,0.693578303864623
reductions,0.693375072860433
successful,0.692715408673718
factors,0.692671599082603
commitments,0.691426219501395
examination,0.690676229779968
liquidation,0.690653123828031
operation,0.690375401006076
regularly,0.690251741136924
contingent,0.689276546116798
indicative,0.68879807508125
members,0.688240302510621
own,0.68816708285434
committed,0.687800058887403
hoactzin,0.687593256936115
process,0.686216904480587
risks,0.68580633239573
recover,0.68553883691433
refinance,0.684817923445903
measurements,0.684261353699309
effort,0.683487162901252
stay,0.68346648538442
active,0.683184453442892
final,0.68282512071091
otherwise,0.682590963075624
director,0.682376601235283
patents,0.681890834583426
iii,0.680916613661652
august,0.680736145271036
products,0.680549538904334
available,0.680145799755881
collection,0.679969227717795
footnotes,0.678453445792774
law,0.677678270963675
functional,0.677499451133246
inc,0.676982886343616
trade,0.676966994161976
necessarily,0.676494497180866
determining,0.67640883236361
terminate,0.676253015048455
charges,0.676079941267339
longer,0.676038513092866
managed,0.675525052309705
immediate,0.675185632302145
portfolios,0.673878004685739
things,0.673841643818038
provisions,0.672246255869471
testing,0.672231410146743
close,0.672151817807392
times,0.672120904472666
competition,0.671502623871186
results,0.670884491556995
considers,0.67068083859436
businesses,0.669484942027052
environment,0.669400669969045
inception,0.668220561108934
assumptions,0.66761011342964
discretion,0.666367281767946
restrictions,0.664209626315706
equal,0.663807390420609
lawsuit,0.663778562634944
conducted,0.663768887227254
regulations,0.663383861784341
combination,0.661146719334875
trademark,0.661144917595932
fact,0.66082177070352
relative,0.660324235708306
maintaining,0.659599927616937
generated,0.658293733542145
series,0.657735035723572
four,0.657550706942027
covenants,0.657118996668678
purchasing,0.657040192938911
underlying,0.656589529860818
intangible,0.65649809034223
annual,0.656385504374726
relevant,0.656384891623594
unit,0.655921612467837
extent,0.655840969676563
placed,0.655683767326485
terms,0.654859800367613
responsibility,0.654198195124319
neither,0.654008078637979
permitted,0.653883092882098
contained,0.653321396366762
redemption,0.653182407934621
october,0.652753157726142
reliability,0.652461816548768
dated,0.652375781249564
working,0.652200982483212
policies,0.652010777277975
york,0.65142332792852
marketable,0.651190109316007
receive,0.650703496334886
quarterly,0.650595323631451
counsel,0.650483812435601
approved,0.649878592074868
paying,0.648891974271687
employment,0.64887828572268
majority,0.648641823192717
qualified,0.648216203340472
recognition,0.647846203737218
addition,0.647315833276037
received,0.64672654643403
set,0.646706334847703
adequate,0.646578603775279
revolver,0.64603958941743
long-lived,0.646004979805417
contains,0.645666276974977
pipe,0.645638514625447
might,0.64534292861841
conditions,0.64464010470875
representations,0.643972037950538
measures,0.643801889510268
intevac’s,0.643560078946009
disclose,0.642049284439709
depending,0.641861906896591
terminated,0.641285487104232
intend,0.640884753399649
amounts,0.640795532700645
system,0.640275486699736
investment,0.638675579792853
full,0.63862410223446
suppliers,0.638595154445542
party,0.637695514164037
motion,0.63694532663225
many,0.636886887287195
december,0.636655053718824
entered,0.636543277601501
impaired,0.634898448711935
penalty,0.63407298471304
discrete,0.633909921138717
increasing,0.633209561971615
midcap,0.63312658418486
monitoring,0.632979494182646
safety,0.631887443675283
normal,0.631066400782273
intevac,0.630027356004764
allowances,0.628043568171033
conclusions,0.627557341715788
uncertain,0.627322945713851
petitions,0.627109489800074
payment,0.627056162389872
business,0.6268622436467
former,0.625682488027247
disclosure,0.62340927258066
fully,0.623400074735235
completion,0.622849242375567
swm-b,0.622580622971997
fiscal,0.621025798723396
requested,0.620778397324583
proposed,0.620590198054853
effectiveness,0.619993123404944
card,0.619276116845974
developing,0.61855442635298
test,0.617925985268578
thereof,0.616746654055384
identification,0.616256360145798
same,0.615808853888065
realized,0.615171107048782
resolution,0.614505268633399
texas,0.614253608016556
structured,0.613609305195054
november,0.612464602297488
february,0.612234788107579
dependent,0.610992443529702
carrying,0.610512125683968
vary,0.609673289530432
ensure,0.607747928363334
subpoenas,0.607679930618592
environmental,0.606466610904815
seller,0.605434713940794
acceptance,0.604537231245414
approval,0.604398123639978
certain,0.603954217669405
intangibles,0.603424278342373
change,0.603052036240173
action,0.603019258608502
ultimately,0.602662630864882
containers,0.602377824097504
range,0.602230194603518
cover,0.602106005150771
challenging,0.601230136002202
held,0.601015064193995
shareholder,0.600812763139889
procedures,0.600779707155874
ultimate,0.600145816002448
protection,0.599756219371811
borrower,0.598617323377545
techniques,0.597894200126411
fiduciary,0.597544288809189
issuances,0.597362175077639
ladd,0.5972966702822
stated,0.59678113490615
structure,0.596506011017875
face,0.596464644673618
duties,0.59639106483977
forward-looking,0.596214367311104
owner,0.59527488760388
once,0.5951223545804
sell,0.594964864180589
generate,0.594121335340094
individually,0.593464951579129
perform,0.592714845785666
steven,0.591854757622476
uncertainty,0.591125034603002
consummation,0.587800934381269
consolidated,0.587309760580368
alleges,0.586742245813825
option,0.586358717973885
unless,0.585434833193819
financial,0.5848677017955
certification,0.584404393587698
charge,0.583998011392956
prospectively,0.583802382406104
untrue,0.582182732800742
policy,0.580102299800312
subject,0.579629605823341
company’s,0.578679473257073
tests,0.57850459536715
bankruptcy,0.575639634409339
among,0.574857966474525
identifiable,0.573970300805439
limit,0.573492609639978
unsecured,0.573340591008623
judgments,0.572679129307196
certifying,0.572670258979078
plaintiffs,0.572621568876335
management’s,0.571567213339725
expiration,0.570289800058264
strategies,0.569894744063746
case,0.567399903949106
transfers,0.567079358946081
incorporated,0.566982765319326
material,0.566577196347506
relate,0.566381878551833
communications,0.564385529202576
defendants,0.564275777311716
light,0.56420057218159
occur,0.563514548601094
fairly,0.562544125596331
intercompany,0.562109508052436
decision,0.561533376091004
another,0.560071829691587
able,0.558174791495275
facility,0.557266351701564
request,0.55694420979691
reversal,0.556808422092704
certainty,0.553978122953123
sangamo,0.552991301496607
covered,0.551786455951802
processes,0.551275950497634
generation,0.549984177316774
exit,0.549770526840449
records,0.54872576743693
beyond,0.548684558550494
declared,0.548424979931418
connection,0.548208639634462
guaranteed,0.547678190871863
sites,0.545877369530292
annually,0.543332555068215
agent,0.54049609214189
accrual,0.54036918078721
down,0.539017528128898
ongoing,0.538606381430714
remained,0.538290350381731
available-for-sale,0.538256401691281
rights,0.536135986606182
evaluates,0.535424422116711
strategic,0.535321079292559
plaintiff,0.533382686364644
transactions,0.533252493903664
internal,0.5329622453081
consolidation,0.531815562631018
recent,0.52924552424718
analysis,0.528421149060875
expectations,0.52772339241211
satellite,0.526094858496234
continue,0.525246979796651
authorities,0.524229397098547
agreed,0.522094052542372
predict,0.521845452369769
novavax,0.519301291681573
associated,0.5175187827949
depends,0.516908458210334
indebtedness,0.515605257170585
immediately,0.514978814012086
appropriate,0.51399292290727
issues,0.51003175478169
projections,0.508235209789206
pledged,0.506407085983593
fluctuations,0.505463933830065
preferred,0.504261814428919
breach,0.501109736046198
taken,0.499985897138653
best,0.498218210245775
june,0.496461308694848
patent,0.496026815567113
assist,0.494980841645012
substantially,0.494902992900629
sterling,0.494788637473136
respects,0.492972480633756
resolved,0.492325405323709
waste,0.491642771587183
board,0.491128959104148
statement,0.490666648676162
tongue,0.488589083226552
specified,0.488043350741193
incur,0.48804132237217
further,0.487855895346562
compliance,0.487349758068921
overall,0.485640667762774
significant,0.481907970787116
sling,0.481905277509971
other-than-temporary,0.481528792811863
controls,0.480393423024853
possible,0.479563245817894
contractually,0.477508506077808
putative,0.475410586768709
placement,0.474046736979668
continues,0.47398675507973
source,0.470606703258802
actions,0.470017617345987
major,0.467222140882342
decline,0.464698860535812
knowledge,0.46443204180133
condition,0.463799190757088
establishing,0.461809922650527
believes,0.461735266127861
events,0.459939201862305
conformity,0.458352381848571
order,0.457411939969027
incorporation,0.45646957406935
company,0.45565088458316
determination,0.453405548528163
therapeutics,0.452612287294744
filed,0.450636758616763
registrant’s,0.450046254890934
consent,0.450041607111015
doj,0.449793529101255
scheduled,0.448167634842332
raise,0.444252544386565
end,0.443402724234997
implied,0.44297103699458
availability,0.442410317593453
bridge,0.442117445266497
pending,0.442071049492634
city,0.441939903215861
necessary,0.440321434345882
reasonably,0.438164600888034
lead,0.438148626834944
seeking,0.437953404728906
evaluation,0.434398320715119
class,0.434326471767445
circumstances,0.430733868106435
step,0.429122798167239
asserted,0.428901976230118
calculating,0.42854993019019
features,0.427250390986867
expenditures,0.427227146473653
meeting,0.426911743021901
evidence,0.426668345857728
acceptable,0.425169206408508
occurred,0.42399461783007
resources,0.423069692819645
secured,0.422918659510194
replacement,0.422367694513697
lawsuits,0.421727509703303
amended,0.420414606527223
contain,0.419037971878738
guarantee,0.418308966594694
described,0.414505029982586
particular,0.411287665140338
jersey,0.407411264893131
seeks,0.406766514377175
intent,0.403578002237099
defend,0.403280444700001
accruals,0.40285975229861
district,0.401044300327518
persons,0.39388353028374
occurs,0.392893931092192
unable,0.390633213166501
needed,0.390110011299025
facts,0.386803558127269
makes,0.385567074596573
alleging,0.383187922648544
arising,0.382161177208416
stipulation,0.382057031238841
time,0.379368948052307
favorable,0.377388935254122
consumers,0.37705889983113
guarantors,0.376009054298834
special,0.375779272111838
directors,0.372209615085751
committee,0.369597753908732
functions,0.366781303474756
california,0.362201145419064
engaged,0.35635300931651
degree,0.355500666006596
respect,0.35475148052671
laws,0.350754736277702
court,0.350607775430651
negative,0.348660971028429
uncertainties,0.345397419636796
filings,0.344805662366325
equivalent,0.344195343495602
comply,0.341398297150749
practices,0.340659972496625
reporting,0.340409192365433
liquidity,0.337058957973333
matter,0.336629353850048
indemnification,0.336619642302652
involve,0.33488991874766
seek,0.33287462908644
become,0.327372884455302
summarize,0.326021071803796
trends,0.325481364533291
amendment,0.324791949324252
probable,0.32179536795042
performed,0.320709095411934
ordinary,0.31874938746038
defendant,0.316745153309534
customary,0.310837412397593
numerous,0.293799036838184
execution,0.293191771089019
pay,0.29239994781866
proceeding,0.291934728471237
entitled,0.290365241057227
maintain,0.288599566679961
orders,0.28580737802345
design,0.285592063343224
reviewed,0.282156764016598
intends,0.28208425082358
allow,0.276810039855255
variety,0.270126254512415
believe,0.268528171515337
materially,0.262955853910494
sources,0.257037142905787
losses,0.25315074575371
concerning,0.238761880906107
made,0.235636157009038
proceedings,0.231016405041378
making,0.223457215264026
take,0.222984510723524
outcome,0.222239694857282
contingencies,0.222037004550711
identified,0.220364348438447
event,0.219878100796441
audit,0.215494793410968
cfpb,0.210538422928324
restructuring,0.210101167537894
alleged,0.20937590130286
going,0.204922898108913
matters,0.202214190372522
third-party,0.197707170835165
limitations,0.193238414802873
enforcement,0.188013409880292
involved,0.187437254040143
performing,0.186413046295772
impairment,0.185534489795503
vigorously,0.167471701294498
course,0.134606211433983
make,0.133663953952696
second,0.124456282148154
ability,0.122302729026312
timely,0.12147032139617
agreement,0.113083715571227
prospects,-0.108461507586215
record,-0.134171562139457
involves,-0.284370353372393
inherent,-0.328778006238821
sufficient,-0.355207072354928
auditors,-0.409479055957123
litigation,-0.422317139123991
failure,-0.444206876816636
deficiencies,-0.46528490305624
adverse,-0.474026296353611
weaknesses,-0.558922110984561
fraud,-0.635178410232915
adversely,-1
